sentence_id,sentence,notation,n_moves,winner
c_0,The board is empty.,,0,
c_1,Sujith is X and has gone for up and left from center; Seoyeon is O and has not moved yet.,X:TL,1,
c_4825,"Seoyeon is X and has taken middle, middle row right, below the center, and bottom right corner; Kim is O and has gone for above the center, up and right from center, and bottom left corner.","X:C,MR,BM,BR O:TM,TR,BL",7,
c_4826,"Watson is X and has taken middle, down and left from center, below the center, and down and right from center; Wenjia is O and has gone for above the center, top right corner, and right of centre.","X:C,BL,BM,BR O:TM,TR,MR",7,X
c_4827,"Kim is X and has gone for right of centre, down and left from center, bottom middle, and down and right from center; Seoyeon is O and has gone for top middle, top right corner, and middle.","X:MR,BL,BM,BR O:TM,TR,C",7,X
c_4828,"Seoyeon is X and has gone for above the center, middle row left, center, and bottom left corner; Wang is O and has gone for right of centre, below the center, and down and right from center.","X:TM,ML,C,BL O:MR,BM,BR",7,
c_4829,"Watson is X and has taken above the center, middle row left, middle, and below the center; Seoyeon is O and has taken middle row right, down and left from center, and bottom right corner.","X:TM,ML,C,BM O:MR,BL,BR",7,X
c_4830,"Seoyeon is X and has gone for above the center, middle row left, middle, and down and right from center; Sujith is O and has taken right of centre, down and left from center, and below the center.","X:TM,ML,C,BR O:MR,BL,BM",7,
c_4831,"Zhenmao is X and has gone for top middle, middle row left, middle row right, and bottom left corner; SONG is O and has gone for center, bottom middle, and down and right from center.","X:TM,ML,MR,BL O:C,BM,BR",7,
c_4832,"Goli is X and has taken top middle, left of centre, right of centre, and bottom middle; Fergus is O and has gone for middle, bottom left corner, and down and right from center.","X:TM,ML,MR,BM O:C,BL,BR",7,
c_4833,"Fergus is X and has taken above the center, left of centre, middle row right, and bottom right corner; Zhenmao is O and has gone for middle, down and left from center, and bottom middle.","X:TM,ML,MR,BR O:C,BL,BM",7,
c_4834,"Watson is X and has gone for above the center, middle row left, down and left from center, and below the center; Fergus is O and has gone for middle, middle row right, and down and right from center.","X:TM,ML,BL,BM O:C,MR,BR",7,
c_4835,"Seoyeon is X and has taken top middle, middle row left, bottom left corner, and down and right from center; Fergus is O and has gone for center, right of centre, and bottom middle.","X:TM,ML,BL,BR O:C,MR,BM",7,
c_4836,"Fergus is X and has taken above the center, middle row left, below the center, and down and right from center; Goli is O and has taken center, middle row right, and bottom left corner.","X:TM,ML,BM,BR O:C,MR,BL",7,
c_4837,"Seoyeon is X and has gone for top middle, middle, middle row right, and down and left from center; Goli is O and has taken middle row left, below the center, and bottom right corner.","X:TM,C,MR,BL O:ML,BM,BR",7,
c_4838,"Zhenmao is X and has taken above the center, center, right of centre, and below the center; Fergus is O and has taken left of centre, down and left from center, and down and right from center.","X:TM,C,MR,BM O:ML,BL,BR",7,X
c_4839,"Kim is X and has taken top middle, center, right of centre, and bottom right corner; Seoyeon is O and has gone for middle row left, down and left from center, and bottom middle.","X:TM,C,MR,BR O:ML,BL,BM",7,
c_4840,"Kim is X and has gone for above the center, center, bottom left corner, and below the center; Zhenmao is O and has gone for left of centre, right of centre, and bottom right corner.","X:TM,C,BL,BM O:ML,MR,BR",7,X
c_4841,"SONG is X and has taken above the center, center, bottom left corner, and down and right from center; Wang is O and has gone for left of centre, right of centre, and bottom middle.","X:TM,C,BL,BR O:ML,MR,BM",7,
c_4842,"Kim is X and has gone for top middle, middle row right, down and left from center, and below the center; Fergus is O and has taken middle row left, middle, and down and right from center.","X:TM,MR,BL,BM O:ML,C,BR",7,
c_4843,"Kim is X and has gone for above the center, middle row right, down and left from center, and bottom right corner; Wenjia is O and has gone for left of centre, center, and bottom middle.","X:TM,MR,BL,BR O:ML,C,BM",7,
c_4844,"SONG is X and has gone for above the center, right of centre, below the center, and down and right from center; Kim is O and has gone for middle row left, middle, and down and left from center.","X:TM,MR,BM,BR O:ML,C,BL",7,
c_4845,"SONG is X and has gone for left of centre, middle, bottom left corner, and bottom middle; Sujith is O and has taken top middle, right of centre, and down and right from center.","X:ML,C,BL,BM O:TM,MR,BR",7,
c_4846,"Wenjia is X and has gone for left of centre, center, bottom left corner, and bottom right corner; Sujith is O and has gone for top middle, right of centre, and bottom middle.","X:ML,C,BL,BR O:TM,MR,BM",7,
c_4847,"Zhenmao is X and has gone for left of centre, middle, below the center, and bottom right corner; Goli is O and has gone for top middle, right of centre, and down and left from center.","X:ML,C,BM,BR O:TM,MR,BL",7,
c_4848,"Wang is X and has taken middle row left, middle row right, bottom left corner, and below the center; Goli is O and has gone for top middle, middle, and bottom right corner.","X:ML,MR,BL,BM O:TM,C,BR",7,
c_4849,"Watson is X and has taken left of centre, right of centre, bottom middle, and bottom right corner; Sujith is O and has gone for above the center, center, and bottom left corner.","X:ML,MR,BM,BR O:TM,C,BL",7,
c_4850,"Watson is X and has gone for left of centre, down and left from center, bottom middle, and bottom right corner; Fergus is O and has taken above the center, middle, and right of centre.","X:ML,BL,BM,BR O:TM,C,MR",7,X
c_4851,"Watson is X and has gone for middle, middle row right, down and left from center, and bottom middle; Sujith is O and has gone for top middle, left of centre, and bottom right corner.","X:C,MR,BL,BM O:TM,ML,BR",7,
c_4852,"Watson is X and has gone for center, middle row right, down and left from center, and bottom right corner; Zhenmao is O and has gone for above the center, left of centre, and below the center.","X:C,MR,BL,BR O:TM,ML,BM",7,
c_4853,"Kim is X and has taken center, middle row right, below the center, and down and right from center; Zhenmao is O and has taken top middle, left of centre, and bottom left corner.","X:C,MR,BM,BR O:TM,ML,BL",7,
c_4854,"SONG is X and has gone for center, down and left from center, below the center, and down and right from center; Zhenmao is O and has gone for top middle, middle row left, and middle row right.","X:C,BL,BM,BR O:TM,ML,MR",7,X
c_4855,"Fergus is X and has taken right of centre, bottom left corner, below the center, and down and right from center; Zhenmao is O and has taken above the center, left of centre, and middle.","X:MR,BL,BM,BR O:TM,ML,C",7,X
c_4856,"Wenjia is X and has taken up and right from center, middle row left, center, and bottom left corner; Goli is O and has gone for middle row right, below the center, and bottom right corner.","X:TR,ML,C,BL O:MR,BM,BR",7,X
c_4857,"Watson is X and has gone for up and right from center, middle row left, middle, and bottom middle; Seoyeon is O and has taken middle row right, bottom left corner, and bottom right corner.","X:TR,ML,C,BM O:MR,BL,BR",7,
c_4858,"Wenjia is X and has gone for top right corner, middle row left, center, and down and right from center; Wang is O and has taken middle row right, bottom left corner, and below the center.","X:TR,ML,C,BR O:MR,BL,BM",7,
c_4859,"Sujith is X and has gone for up and right from center, middle row left, right of centre, and down and left from center; Kim is O and has taken middle, below the center, and bottom right corner.","X:TR,ML,MR,BL O:C,BM,BR",7,
c_4860,"Wenjia is X and has taken top right corner, left of centre, right of centre, and bottom middle; Watson is O and has gone for middle, bottom left corner, and bottom right corner.","X:TR,ML,MR,BM O:C,BL,BR",7,
c_4861,"Seoyeon is X and has taken up and right from center, left of centre, middle row right, and down and right from center; Kim is O and has gone for middle, bottom left corner, and bottom middle.","X:TR,ML,MR,BR O:C,BL,BM",7,X
c_4862,"Wang is X and has taken top right corner, middle row left, down and left from center, and bottom middle; Seoyeon is O and has taken middle, middle row right, and down and right from center.","X:TR,ML,BL,BM O:C,MR,BR",7,
c_4863,"Goli is X and has gone for top right corner, left of centre, bottom left corner, and bottom right corner; Wenjia is O and has taken middle, right of centre, and bottom middle.","X:TR,ML,BL,BR O:C,MR,BM",7,
c_4864,"Goli is X and has gone for up and right from center, left of centre, bottom middle, and down and right from center; Seoyeon is O and has taken middle, middle row right, and down and left from center.","X:TR,ML,BM,BR O:C,MR,BL",7,
c_4865,"Wang is X and has gone for up and right from center, center, right of centre, and bottom left corner; SONG is O and has taken middle row left, bottom middle, and down and right from center.","X:TR,C,MR,BL O:ML,BM,BR",7,X
c_4866,"Sujith is X and has gone for up and right from center, middle, right of centre, and bottom middle; Fergus is O and has taken middle row left, bottom left corner, and down and right from center.","X:TR,C,MR,BM O:ML,BL,BR",7,
c_4867,"Wenjia is X and has gone for top right corner, center, middle row right, and bottom right corner; Seoyeon is O and has gone for left of centre, down and left from center, and below the center.","X:TR,C,MR,BR O:ML,BL,BM",7,X
c_4868,"Seoyeon is X and has taken up and right from center, middle, below the center, and bottom right corner; Goli is O and has taken middle row left, middle row right, and bottom left corner.","X:TR,C,BM,BR O:ML,MR,BL",7,
c_4869,"SONG is X and has taken up and right from center, middle row right, bottom left corner, and bottom middle; Seoyeon is O and has taken left of centre, center, and bottom right corner.","X:TR,MR,BL,BM O:ML,C,BR",7,
c_4870,"Zhenmao is X and has taken top right corner, middle row right, bottom left corner, and bottom right corner; Wenjia is O and has taken left of centre, center, and bottom middle.","X:TR,MR,BL,BR O:ML,C,BM",7,X
c_4871,"Sujith is X and has taken top right corner, right of centre, below the center, and down and right from center; Goli is O and has taken left of centre, center, and down and left from center.","X:TR,MR,BM,BR O:ML,C,BL",7,X
c_4872,"Seoyeon is X and has taken middle row left, center, bottom left corner, and down and right from center; Wenjia is O and has gone for up and right from center, middle row right, and below the center.","X:ML,C,BL,BR O:TR,MR,BM",7,
c_4873,"Wenjia is X and has gone for left of centre, middle, bottom middle, and bottom right corner; Seoyeon is O and has taken up and right from center, right of centre, and down and left from center.","X:ML,C,BM,BR O:TR,MR,BL",7,
c_4874,"Wenjia is X and has taken middle row left, right of centre, bottom left corner, and bottom middle; Zhenmao is O and has taken top right corner, middle, and down and right from center.","X:ML,MR,BL,BM O:TR,C,BR",7,
c_4875,"Seoyeon is X and has gone for left of centre, middle row right, down and left from center, and down and right from center; Watson is O and has taken up and right from center, middle, and bottom middle.","X:ML,MR,BL,BR O:TR,C,BM",7,
c_4876,"Kim is X and has taken left of centre, bottom left corner, bottom middle, and down and right from center; Watson is O and has taken top right corner, center, and middle row right.","X:ML,BL,BM,BR O:TR,C,MR",7,X
c_4877,"Sujith is X and has taken center, middle row right, down and left from center, and bottom middle; Wenjia is O and has gone for up and right from center, middle row left, and down and right from center.","X:C,MR,BL,BM O:TR,ML,BR",7,
c_4878,"Goli is X and has taken center, middle row right, bottom left corner, and bottom right corner; Kim is O and has gone for top right corner, middle row left, and below the center.","X:C,MR,BL,BR O:TR,ML,BM",7,
c_4879,"Wenjia is X and has taken middle, middle row right, bottom middle, and bottom right corner; Zhenmao is O and has gone for top right corner, middle row left, and bottom left corner.","X:C,MR,BM,BR O:TR,ML,BL",7,
c_4880,"Goli is X and has gone for middle, bottom left corner, bottom middle, and bottom right corner; Seoyeon is O and has gone for top right corner, left of centre, and middle row right.","X:C,BL,BM,BR O:TR,ML,MR",7,X
c_4881,"Fergus is X and has gone for right of centre, down and left from center, below the center, and bottom right corner; Zhenmao is O and has taken up and right from center, left of centre, and middle.","X:MR,BL,BM,BR O:TR,ML,C",7,X
c_4882,"Goli is X and has taken up and left from center, above the center, middle row left, and center; Watson is O and has taken top right corner, middle row right, bottom left corner, and bottom middle.","X:TL,TM,ML,C O:TR,MR,BL,BM",8,
c_4883,"Wang is X and has taken top left corner, top middle, left of centre, and below the center; Fergus is O and has gone for top right corner, center, right of centre, and bottom left corner.","X:TL,TM,ML,BM O:TR,C,MR,BL",8,O
c_4884,"Fergus is X and has taken top left corner, top middle, middle, and right of centre; Watson is O and has gone for top right corner, middle row left, bottom left corner, and below the center.","X:TL,TM,C,MR O:TR,ML,BL,BM",8,
c_4885,"SONG is X and has taken up and left from center, top middle, center, and down and left from center; Fergus is O and has taken top right corner, middle row left, middle row right, and bottom middle.","X:TL,TM,C,BL O:TR,ML,MR,BM",8,
c_4886,"Watson is X and has taken up and left from center, top middle, middle row right, and down and left from center; Sujith is O and has taken up and right from center, middle row left, middle, and below the center.","X:TL,TM,MR,BL O:TR,ML,C,BM",8,
c_4887,"Fergus is X and has gone for top left corner, top middle, right of centre, and below the center; Zhenmao is O and has gone for top right corner, middle row left, center, and down and left from center.","X:TL,TM,MR,BM O:TR,ML,C,BL",8,O
c_4888,"Wang is X and has taken top left corner, above the center, down and left from center, and below the center; Kim is O and has taken top right corner, middle row left, center, and middle row right.","X:TL,TM,BL,BM O:TR,ML,C,MR",8,O
c_4889,"Goli is X and has gone for top left corner, top right corner, middle row left, and middle; Seoyeon is O and has gone for top middle, middle row right, bottom left corner, and bottom middle.","X:TL,TR,ML,C O:TM,MR,BL,BM",8,
c_4890,"Seoyeon is X and has taken up and left from center, top right corner, left of centre, and middle row right; Fergus is O and has gone for top middle, center, down and left from center, and below the center.","X:TL,TR,ML,MR O:TM,C,BL,BM",8,O
c_4891,"Sujith is X and has taken up and left from center, top right corner, left of centre, and bottom middle; Watson is O and has gone for top middle, center, right of centre, and bottom left corner.","X:TL,TR,ML,BM O:TM,C,MR,BL",8,
c_4892,"Seoyeon is X and has taken up and left from center, up and right from center, center, and right of centre; Kim is O and has gone for above the center, middle row left, bottom left corner, and below the center.","X:TL,TR,C,MR O:TM,ML,BL,BM",8,
c_4893,"Zhenmao is X and has gone for up and left from center, top right corner, middle, and bottom middle; Watson is O and has gone for top middle, middle row left, right of centre, and bottom left corner.","X:TL,TR,C,BM O:TM,ML,MR,BL",8,
c_4894,"Seoyeon is X and has gone for up and left from center, up and right from center, middle row right, and down and left from center; Sujith is O and has gone for top middle, middle row left, center, and bottom middle.","X:TL,TR,MR,BL O:TM,ML,C,BM",8,O
c_4895,"Kim is X and has gone for up and left from center, up and right from center, middle row right, and below the center; Seoyeon is O and has gone for top middle, middle row left, center, and bottom left corner.","X:TL,TR,MR,BM O:TM,ML,C,BL",8,
c_4896,"Kim is X and has taken up and left from center, top right corner, down and left from center, and below the center; Sujith is O and has gone for top middle, left of centre, center, and right of centre.","X:TL,TR,BL,BM O:TM,ML,C,MR",8,O
c_4897,"SONG is X and has gone for top left corner, left of centre, middle, and below the center; Sujith is O and has gone for above the center, top right corner, middle row right, and down and left from center.","X:TL,ML,C,BM O:TM,TR,MR,BL",8,
c_4898,"Wang is X and has gone for up and left from center, left of centre, right of centre, and below the center; Kim is O and has gone for top middle, top right corner, middle, and down and left from center.","X:TL,ML,MR,BM O:TM,TR,C,BL",8,O
c_4899,"Seoyeon is X and has taken up and left from center, center, right of centre, and bottom left corner; Watson is O and has taken above the center, up and right from center, middle row left, and below the center.","X:TL,C,MR,BL O:TM,TR,ML,BM",8,
c_4900,"Zhenmao is X and has taken top left corner, center, right of centre, and bottom middle; Wenjia is O and has gone for top middle, up and right from center, left of centre, and bottom left corner.","X:TL,C,MR,BM O:TM,TR,ML,BL",8,
c_4901,"Sujith is X and has gone for top left corner, middle, down and left from center, and bottom middle; Kim is O and has gone for above the center, up and right from center, left of centre, and right of centre.","X:TL,C,BL,BM O:TM,TR,ML,MR",8,
c_4902,"Goli is X and has gone for top left corner, middle row right, down and left from center, and bottom middle; Zhenmao is O and has taken above the center, up and right from center, left of centre, and middle.","X:TL,MR,BL,BM O:TM,TR,ML,C",8,
c_4903,"Kim is X and has taken above the center, up and right from center, middle row left, and middle; Zhenmao is O and has taken top left corner, middle row right, bottom left corner, and below the center.","X:TM,TR,ML,C O:TL,MR,BL,BM",8,
c_4904,"Kim is X and has gone for top middle, up and right from center, left of centre, and middle row right; Fergus is O and has taken top left corner, middle, bottom left corner, and bottom middle.","X:TM,TR,ML,MR O:TL,C,BL,BM",8,
c_4905,"Sujith is X and has gone for top middle, top right corner, left of centre, and bottom left corner; Kim is O and has taken top left corner, middle, right of centre, and bottom middle.","X:TM,TR,ML,BL O:TL,C,MR,BM",8,
c_4906,"Sujith is X and has taken top middle, top right corner, left of centre, and bottom middle; Seoyeon is O and has taken up and left from center, center, right of centre, and bottom left corner.","X:TM,TR,ML,BM O:TL,C,MR,BL",8,
c_4907,"Wang is X and has gone for above the center, top right corner, right of centre, and down and left from center; Kim is O and has taken top left corner, middle row left, center, and bottom middle.","X:TM,TR,MR,BL O:TL,ML,C,BM",8,
c_4908,"Wenjia is X and has gone for top middle, top right corner, middle row right, and bottom middle; Watson is O and has gone for up and left from center, left of centre, middle, and bottom left corner.","X:TM,TR,MR,BM O:TL,ML,C,BL",8,O
c_4909,"Wenjia is X and has taken above the center, up and right from center, bottom left corner, and below the center; Kim is O and has gone for up and left from center, left of centre, center, and right of centre.","X:TM,TR,BL,BM O:TL,ML,C,MR",8,O
c_4910,"Fergus is X and has gone for above the center, left of centre, middle, and down and left from center; Sujith is O and has gone for top left corner, top right corner, middle row right, and bottom middle.","X:TM,ML,C,BL O:TL,TR,MR,BM",8,
c_4911,"Wang is X and has gone for above the center, middle row left, middle row right, and bottom left corner; Seoyeon is O and has taken top left corner, top right corner, middle, and below the center.","X:TM,ML,MR,BL O:TL,TR,C,BM",8,
c_4912,"Seoyeon is X and has taken above the center, middle row left, middle row right, and below the center; Sujith is O and has gone for up and left from center, top right corner, middle, and bottom left corner.","X:TM,ML,MR,BM O:TL,TR,C,BL",8,O
c_4913,"Goli is X and has taken above the center, left of centre, bottom left corner, and bottom middle; Sujith is O and has taken top left corner, up and right from center, center, and middle row right.","X:TM,ML,BL,BM O:TL,TR,C,MR",8,
c_4914,"SONG is X and has taken top middle, middle, middle row right, and bottom left corner; Seoyeon is O and has taken up and left from center, up and right from center, left of centre, and below the center.","X:TM,C,MR,BL O:TL,TR,ML,BM",8,
c_4915,"Sujith is X and has taken above the center, middle row right, bottom left corner, and below the center; Wenjia is O and has gone for top left corner, up and right from center, middle row left, and center.","X:TM,MR,BL,BM O:TL,TR,ML,C",8,
c_4916,"Seoyeon is X and has gone for up and right from center, middle row left, center, and bottom middle; Kim is O and has taken top left corner, top middle, right of centre, and bottom left corner.","X:TR,ML,C,BM O:TL,TM,MR,BL",8,
c_4917,"Watson is X and has gone for up and right from center, middle row left, right of centre, and bottom left corner; Sujith is O and has taken up and left from center, above the center, middle, and below the center.","X:TR,ML,MR,BL O:TL,TM,C,BM",8,O
c_4918,"Wang is X and has taken top right corner, middle row left, middle row right, and bottom middle; Seoyeon is O and has gone for up and left from center, above the center, center, and bottom left corner.","X:TR,ML,MR,BM O:TL,TM,C,BL",8,
c_4919,"Goli is X and has gone for top right corner, left of centre, bottom left corner, and bottom middle; Zhenmao is O and has gone for top left corner, above the center, center, and middle row right.","X:TR,ML,BL,BM O:TL,TM,C,MR",8,
c_4920,"Watson is X and has taken top right corner, middle, right of centre, and below the center; Fergus is O and has gone for top left corner, top middle, left of centre, and down and left from center.","X:TR,C,MR,BM O:TL,TM,ML,BL",8,O
c_4921,"Wenjia is X and has taken top right corner, right of centre, down and left from center, and below the center; Zhenmao is O and has taken top left corner, top middle, left of centre, and middle.","X:TR,MR,BL,BM O:TL,TM,ML,C",8,
c_4922,"Zhenmao is X and has taken up and left from center, above the center, middle row left, and middle; SONG is O and has gone for top right corner, right of centre, down and left from center, and down and right from center.","X:TL,TM,ML,C O:TR,MR,BL,BR",8,O
c_4923,"Goli is X and has taken up and left from center, top middle, middle row left, and down and right from center; Fergus is O and has gone for top right corner, middle, right of centre, and down and left from center.","X:TL,TM,ML,BR O:TR,C,MR,BL",8,O
c_4924,"Watson is X and has gone for up and left from center, top middle, center, and middle row right; Wenjia is O and has gone for up and right from center, middle row left, down and left from center, and bottom right corner.","X:TL,TM,C,MR O:TR,ML,BL,BR",8,
c_4925,"Wang is X and has gone for up and left from center, top middle, center, and down and left from center; Seoyeon is O and has gone for up and right from center, left of centre, right of centre, and bottom right corner.","X:TL,TM,C,BL O:TR,ML,MR,BR",8,O
c_4926,"SONG is X and has taken top left corner, top middle, right of centre, and bottom left corner; Seoyeon is O and has taken top right corner, left of centre, middle, and down and right from center.","X:TL,TM,MR,BL O:TR,ML,C,BR",8,
c_4927,"Seoyeon is X and has taken top left corner, above the center, right of centre, and down and right from center; Goli is O and has gone for top right corner, left of centre, center, and down and left from center.","X:TL,TM,MR,BR O:TR,ML,C,BL",8,O
c_4928,"Seoyeon is X and has gone for up and left from center, top middle, bottom left corner, and bottom right corner; Sujith is O and has taken top right corner, middle row left, center, and middle row right.","X:TL,TM,BL,BR O:TR,ML,C,MR",8,O
c_4929,"Wang is X and has taken up and left from center, top right corner, middle row left, and center; Zhenmao is O and has gone for top middle, middle row right, bottom left corner, and down and right from center.","X:TL,TR,ML,C O:TM,MR,BL,BR",8,
c_4930,"Wang is X and has gone for up and left from center, top right corner, middle row left, and right of centre; Kim is O and has taken top middle, center, bottom left corner, and bottom right corner.","X:TL,TR,ML,MR O:TM,C,BL,BR",8,
c_4931,"Watson is X and has gone for up and left from center, up and right from center, middle row left, and bottom right corner; Kim is O and has gone for above the center, center, middle row right, and bottom left corner.","X:TL,TR,ML,BR O:TM,C,MR,BL",8,
c_4932,"Watson is X and has taken up and left from center, top right corner, middle, and right of centre; Fergus is O and has gone for top middle, left of centre, bottom left corner, and bottom right corner.","X:TL,TR,C,MR O:TM,ML,BL,BR",8,
c_4933,"Watson is X and has taken top left corner, up and right from center, middle row right, and down and left from center; Fergus is O and has gone for top middle, middle row left, center, and bottom right corner.","X:TL,TR,MR,BL O:TM,ML,C,BR",8,
c_4934,"Zhenmao is X and has taken up and left from center, top right corner, down and left from center, and down and right from center; Wang is O and has taken top middle, middle row left, middle, and right of centre.","X:TL,TR,BL,BR O:TM,ML,C,MR",8,O
c_4935,"Fergus is X and has taken top left corner, middle row left, middle row right, and bottom right corner; Wenjia is O and has gone for above the center, top right corner, middle, and down and left from center.","X:TL,ML,MR,BR O:TM,TR,C,BL",8,O
c_4936,"Kim is X and has taken up and left from center, center, right of centre, and bottom left corner; Wang is O and has taken top middle, up and right from center, middle row left, and bottom right corner.","X:TL,C,MR,BL O:TM,TR,ML,BR",8,
c_4937,"Watson is X and has taken up and left from center, right of centre, bottom left corner, and bottom right corner; Wenjia is O and has gone for above the center, top right corner, middle row left, and middle.","X:TL,MR,BL,BR O:TM,TR,ML,C",8,
c_4938,"SONG is X and has gone for top middle, top right corner, left of centre, and center; Seoyeon is O and has gone for top left corner, right of centre, down and left from center, and down and right from center.","X:TM,TR,ML,C O:TL,MR,BL,BR",8,
c_4939,"Seoyeon is X and has gone for above the center, top right corner, left of centre, and right of centre; Kim is O and has gone for top left corner, center, down and left from center, and bottom right corner.","X:TM,TR,ML,MR O:TL,C,BL,BR",8,O
c_4940,"Wenjia is X and has gone for above the center, top right corner, left of centre, and bottom left corner; SONG is O and has gone for up and left from center, middle, middle row right, and down and right from center.","X:TM,TR,ML,BL O:TL,C,MR,BR",8,O
c_4941,"Wenjia is X and has taken top middle, up and right from center, left of centre, and bottom right corner; Watson is O and has taken top left corner, middle, middle row right, and down and left from center.","X:TM,TR,ML,BR O:TL,C,MR,BL",8,
c_4942,"Kim is X and has taken top middle, top right corner, center, and down and right from center; Sujith is O and has gone for up and left from center, middle row left, middle row right, and bottom left corner.","X:TM,TR,C,BR O:TL,ML,MR,BL",8,O
c_4943,"Wang is X and has gone for top middle, top right corner, right of centre, and down and left from center; SONG is O and has gone for up and left from center, middle row left, center, and bottom right corner.","X:TM,TR,MR,BL O:TL,ML,C,BR",8,O
c_4944,"Sujith is X and has taken top middle, top right corner, down and left from center, and bottom right corner; Kim is O and has gone for up and left from center, middle row left, middle, and right of centre.","X:TM,TR,BL,BR O:TL,ML,C,MR",8,O
c_4945,"Goli is X and has taken top middle, middle row left, center, and down and left from center; Wang is O and has gone for top left corner, up and right from center, middle row right, and down and right from center.","X:TM,ML,C,BL O:TL,TR,MR,BR",8,O
c_4946,"Goli is X and has taken above the center, middle row left, center, and bottom right corner; Zhenmao is O and has taken top left corner, top right corner, right of centre, and bottom left corner.","X:TM,ML,C,BR O:TL,TR,MR,BL",8,
c_4947,"Wang is X and has gone for top middle, left of centre, right of centre, and down and left from center; Kim is O and has gone for top left corner, top right corner, center, and down and right from center.","X:TM,ML,MR,BL O:TL,TR,C,BR",8,O
c_4948,"Wenjia is X and has taken top middle, middle row left, right of centre, and bottom right corner; SONG is O and has gone for up and left from center, top right corner, middle, and bottom left corner.","X:TM,ML,MR,BR O:TL,TR,C,BL",8,O
c_4949,"Sujith is X and has gone for top middle, middle row left, bottom left corner, and bottom right corner; Seoyeon is O and has taken up and left from center, top right corner, middle, and middle row right.","X:TM,ML,BL,BR O:TL,TR,C,MR",8,
c_4950,"Wenjia is X and has gone for top middle, center, right of centre, and down and left from center; Zhenmao is O and has gone for up and left from center, top right corner, left of centre, and down and right from center.","X:TM,C,MR,BL O:TL,TR,ML,BR",8,
c_4951,"Watson is X and has gone for above the center, middle, right of centre, and bottom right corner; Sujith is O and has gone for top left corner, up and right from center, left of centre, and down and left from center.","X:TM,C,MR,BR O:TL,TR,ML,BL",8,O
c_4952,"Wenjia is X and has taken top middle, center, bottom left corner, and bottom right corner; Watson is O and has taken up and left from center, up and right from center, middle row left, and right of centre.","X:TM,C,BL,BR O:TL,TR,ML,MR",8,
c_4953,"SONG is X and has gone for above the center, right of centre, bottom left corner, and bottom right corner; Goli is O and has taken up and left from center, up and right from center, middle row left, and middle.","X:TM,MR,BL,BR O:TL,TR,ML,C",8,
c_4954,"Fergus is X and has taken up and right from center, middle row left, middle, and down and right from center; SONG is O and has gone for top left corner, top middle, right of centre, and down and left from center.","X:TR,ML,C,BR O:TL,TM,MR,BL",8,
c_4955,"Sujith is X and has taken top right corner, middle row left, right of centre, and down and left from center; Watson is O and has taken top left corner, top middle, center, and down and right from center.","X:TR,ML,MR,BL O:TL,TM,C,BR",8,O
c_4956,"SONG is X and has taken top right corner, middle row left, bottom left corner, and down and right from center; Wenjia is O and has gone for top left corner, top middle, center, and right of centre.","X:TR,ML,BL,BR O:TL,TM,C,MR",8,
c_4957,"Sujith is X and has taken top left corner, above the center, left of centre, and middle; Zhenmao is O and has gone for top right corner, right of centre, bottom middle, and bottom right corner.","X:TL,TM,ML,C O:TR,MR,BM,BR",8,O
c_4958,"Zhenmao is X and has taken up and left from center, top middle, left of centre, and middle row right; Wang is O and has gone for top right corner, middle, bottom middle, and down and right from center.","X:TL,TM,ML,MR O:TR,C,BM,BR",8,
c_4959,"Wang is X and has taken up and left from center, above the center, left of centre, and bottom middle; Zhenmao is O and has gone for up and right from center, middle, right of centre, and down and right from center.","X:TL,TM,ML,BM O:TR,C,MR,BR",8,O
c_4960,"Zhenmao is X and has taken top left corner, top middle, middle row left, and bottom right corner; Sujith is O and has gone for up and right from center, center, middle row right, and below the center.","X:TL,TM,ML,BR O:TR,C,MR,BM",8,
c_4961,"Kim is X and has taken up and left from center, top middle, center, and right of centre; Zhenmao is O and has gone for top right corner, middle row left, bottom middle, and bottom right corner.","X:TL,TM,C,MR O:TR,ML,BM,BR",8,
c_4962,"Wang is X and has gone for up and left from center, top middle, middle row right, and below the center; Goli is O and has gone for up and right from center, middle row left, center, and bottom right corner.","X:TL,TM,MR,BM O:TR,ML,C,BR",8,
c_4963,"Wang is X and has gone for top left corner, top middle, middle row right, and bottom right corner; Zhenmao is O and has gone for top right corner, middle row left, middle, and below the center.","X:TL,TM,MR,BR O:TR,ML,C,BM",8,
c_4964,"Wenjia is X and has gone for up and left from center, above the center, bottom middle, and down and right from center; SONG is O and has gone for up and right from center, middle row left, middle, and middle row right.","X:TL,TM,BM,BR O:TR,ML,C,MR",8,O
c_4965,"Sujith is X and has taken top left corner, up and right from center, middle row left, and center; Seoyeon is O and has taken above the center, right of centre, below the center, and down and right from center.","X:TL,TR,ML,C O:TM,MR,BM,BR",8,
c_4966,"Fergus is X and has gone for up and left from center, top right corner, middle row left, and bottom middle; Sujith is O and has taken above the center, middle, right of centre, and bottom right corner.","X:TL,TR,ML,BM O:TM,C,MR,BR",8,
c_4967,"Sujith is X and has taken up and left from center, top right corner, middle row left, and bottom right corner; Seoyeon is O and has taken top middle, middle, right of centre, and below the center.","X:TL,TR,ML,BR O:TM,C,MR,BM",8,O
c_4968,"Wang is X and has gone for up and left from center, up and right from center, middle, and right of centre; Seoyeon is O and has gone for top middle, middle row left, below the center, and down and right from center.","X:TL,TR,C,MR O:TM,ML,BM,BR",8,
